userID,label,stop_lat,stop_lon,arrivalTimestamp,arrival,duration,restaurantNumber,Restaurant_name,Restaurant_ID,restaurant_lat,restaurant_lon,distance,exploring
225,223,55.6801582,12.5620374,1394798400.0,2014-03-14 12:00:00,0:30:00,3520,"HNG, kantinen",50f7d64ce4b0704baa3b874e,55.680209,12.562308,0.017880378207484515,yes
225,86,55.680729225,12.573730125,1394802000.0,2014-03-14 13:00:00,1:15:00,3537,Københavns Hovedbibliotek,4afeb6acf964a520073022e3,55.680742995699994,12.573735538,0.0015677695343943791,yes
225,32,55.68980385,12.563396025,1394813700.0,2014-03-14 16:15:00,0:15:00,4983,Café Gavlen,4b2fe334f964a52003f224e3,55.689804244499996,12.5634705124,0.004668790388274952,yes
225,83,55.6961679,12.5734329,1394886600.0,2014-03-15 12:30:00,5:00:00,5473,Restaurant Romarin,4caae90e8882199cd7f045d4,55.6961452961,12.573297,0.008879694283766379,no
225,148,55.7053868,12.5810952,1395044100.0,2014-03-17 08:15:00,2:30:00,6015,Café Bopa,4adcdafcf964a520345d21e3,55.7052896347,12.581233873399999,0.013864331506975136,yes
225,83,55.69602985,12.5730574,1395073800.0,2014-03-17 16:30:00,0:15:00,5473,Restaurant Romarin,4caae90e8882199cd7f045d4,55.6961452961,12.573297,0.019754574883336373,no
225,66,55.6876785,12.5597908,1395075600.0,2014-03-17 17:00:00,0:45:00,4633,GAO Dumpling Bar,57599edd498e2a32b53c0796,55.68771,12.559835,0.004465594423113477,yes
225,112,55.6952314,12.5434915,1395243900.0,2014-03-19 15:45:00,1:00:00,5331,Café Stefanshus,4b803decf964a5200c6030e3,55.695215649,12.5434250198,0.004519006581082835,no
225,31,55.6996685,12.5468365,1395249300.0,2014-03-19 17:15:00,1:00:00,5671,Punjab Cuisine,57544e5b498ed93cfd4f43bf,55.699762,12.546625,0.01684428490918477,no
225,75,55.6972066,12.544443675,1395254700.0,2014-03-19 18:45:00,0:45:00,5440,Det Gamle Mardini,4f496404e4b05ebee0724211,55.6972467246,12.5444516643,0.0044900977609568325,no
225,83,55.69617655,12.57344785,1395765900.0,2014-03-25 16:45:00,5:15:00,5473,Restaurant Romarin,4caae90e8882199cd7f045d4,55.6961452961,12.573297,0.01007190846971805,no
225,271,55.6690778,12.558570775,1395914400.0,2014-03-27 10:00:00,0:15:00,1673,Chicky Grill,4b880051f964a52010d831e3,55.6691052249,12.5584004821,0.011106154751668236,yes
225,29,55.6790815,12.56850295,1395925200.0,2014-03-27 13:00:00,1:45:00,3159,Café Salonen,4af05b3df964a5206adb21e3,55.6790147303,12.568452206199998,0.008077220069870085,yes
225,15,55.6810065,12.5768357,1395935100.0,2014-03-27 15:45:00,1:00:00,3586,besteak,56797396498e64cc8c208c0e,55.680907,12.57683,0.011069758700974546,yes
225,183,55.6811881,12.5842049,1396059300.0,2014-03-29 02:15:00,2:00:00,3677,Wokshop,4b48c2d0f964a520de5526e3,55.6812683726,12.584024766199999,0.014394469067050731,yes
225,83,55.6961952,12.573434225,1396112400.0,2014-03-29 17:00:00,5:45:00,5473,Restaurant Romarin,4caae90e8882199cd7f045d4,55.6961452961,12.573297,0.010234613708548685,no
225,148,55.7052703,12.58099545,1396250100.0,2014-03-31 07:15:00,2:15:00,6015,Café Bopa,4adcdafcf964a520345d21e3,55.7052896347,12.581233873399999,0.015091831550132672,no
676,45,55.6778781,12.5704794,1393712100.0,2014-03-01 22:15:00,1:30:00,2824,Kong Pizzaria,532347af498ec73ee4a8f254,55.67776600000001,12.57039,0.013667391196726175,yes
676,25,55.6725946,12.5648632,1393721100.0,2014-03-02 00:45:00,0:15:00,2171,Upper Crust,4be92e5fd837c9b6b819a606,55.67265816729999,12.5648940404,0.007327872638797282,yes
676,12,55.7823411,12.520996375,1393828200.0,2014-03-03 06:30:00,0:15:00,7229,The Turkish Kitchen,5aec270aa795bd002cff3bd2,55.782307,12.521125,0.008891718106689856,no
676,15,55.786571,12.5245288,1393845300.0,2014-03-03 11:15:00,0:30:00,7245,DTU Hovedkantinen,4bd801300b779c74a93506a0,55.7866466201,12.5247864155,0.01816954780712162,yes
676,12,55.782244925,12.52094005,1393848000.0,2014-03-03 12:00:00,2:45:00,7229,The Turkish Kitchen,5aec270aa795bd002cff3bd2,55.782307,12.521125,0.013467939202309936,no
676,55,55.63027835,12.60149585,1393862400.0,2014-03-03 16:00:00,0:15:00,206,Firefly Japansk Teppanyaki Restaurant,4f6dfde7e4b08d8da6527d23,55.63034322319999,12.601257585499999,0.01660533533436377,yes
676,20,55.7853442,12.519341,1394007300.0,2014-03-05 08:15:00,2:30:00,7240,DTU Caféen i 306,4c985ca907916dcb3c9feb1b,55.78536800000001,12.51914,0.01284296720017911,yes
676,11,55.63009985,12.57798365,1395495000.0,2014-03-22 13:30:00,0:45:00,195,Bagel & Baguette Factory,4b7be0e4f964a520c9712fe3,55.6300616933,12.578046533699998,0.005794894818076097,yes
676,301,55.6279366,12.60501825,1395517500.0,2014-03-22 19:45:00,1:30:00,83,Super Bowl Central - Homeedition,4f2eb742e4b0620357dfa077,55.6279529149,12.6051980432,0.011431666899367449,yes
676,66,55.68001825,12.5749833,1395527400.0,2014-03-22 22:30:00,2:30:00,3591,foodstation,4fdb1d21e4b05180f3d6bef9,55.6799824433,12.5749789919,0.003990611958997887,yes
